// Changes summary: minimum LumDelay clamped to 0.1 to prevent instant auto exposure; Moon made visible in SUNNY night.

////////// EXTRASUNNY
//Amb0            Amb1            Dir            Sky top        Sky bot        SunCore        SunCorona     SunSz  SprBght FarClp   FogSt   LowCloudsRGB  BottomCloudRGB  WaterRGBA      Exposure BPThreshold MidGreyValue IntensityBloom ColourCorrectRGB ColourAddRGB Desaturation Contrast Gamma DesaturationFar ContrastFar GammaFar DepthFxNear DepthFxFar LumMin LumMax LumDelay CloudAlpha DirLightMult AmbLightMult0 AmbLightMult1 SkyLightMult SunMult Temperature   Far DOF   Near DOF   Near Blur DOF   Mid Blur DOF   Far Blur DOF    Water Reflection    Particle HDR    Sprite Size		Global sun multiplier ambient occlusion scaler
//Midnight
 96 150 184     30 166 217     47 187 196      0  14 116      0 102 255      0   0   0      0   0   0      1.20    1.20 1500.00   50.00   35   9  10     26  30  36    43  48  54 154    2.69     0.30       0.71        4.94    96 146 156      0   0   0     0.34       1.00    0.78     0.83         1.00      1.19     15.75    182.64   19.88  256.00  0.10         0       1.00         3.51          3.57       1.84      0.00     0  1.389 0.302 0.399 0.496 0.812 0.906 1.000 0.752 0.673 0.525 0.361 0.310 0.310 1.000 4.976 0.162 1.000 0.000 0.436 0.435 0.435 0.603 0.998 0.265 0.132 0.680 0.757 8.000 0.667 1.700 1.000 0.088 0.675 0.124 0.890 1.265 0.666 0.666 0.666 0.063 0.886 0.799 0.799 0.624 6.900 0.320 0.180 0.029 24.962 25.000 26.000 0.114 1.057 0.980 1.000 0.000 0.000 1000.000 0.000 0.000 0.000 0.000 3.498 0.750 1.000 1.000 1.000 0.800    2.00 1.000 1.000
//5AM
128 153 186     93 153 199     83 252 252      0  15 100     23 126 251     41  39  39     41  39  39      1.20    1.20 1500.00   54.00   35   9  10     26  30  36    45  45  45 168    2.28     0.25       0.69        1.23   101 142 148      0   0   0     0.51       1.00    0.85     0.83         1.00      1.35     15.79    174.12   16.93  256.00  0.10         0       2.50         3.69          3.85       2.75      2.00     1  1.080 0.373 0.471 0.573 0.820 0.839 0.922 0.792 0.710 0.553 0.459 0.400 0.353 1.000 4.500 0.168 1.000 0.000 0.443 0.443 0.443 0.569 1.044 0.260 0.132 0.680 0.757 8.000 0.667 1.700 1.000 0.088 0.631 0.124 0.892 1.265 0.686 0.686 0.686 0.075 0.894 0.792 0.792 0.550 9.697 0.484 0.165 0.024 24.000 25.000 26.000 0.095 0.882 0.980 1.000 0.000 0.000 1000.000 0.000 0.000 0.141 0.428 1.000 1.000 1.000 1.000 1.000 0.733    2.00 1.000 1.000
//6AM
160 209 254     53 123 239    255 242 230      0  24  21    139 251 232    249 237 237    249 237 237      1.00    1.00 1500.00   73.97  113 115 113    106 105 102    56  30   3 239    0.24     0.01       0.60        1.55    92 136 138      0   0   0     0.65       1.00    0.71     0.82         1.00      1.17     16.01    131.49    2.19  254.89  0.17        71       7.79         1.69          3.25       5.35     12.50     9  0.379 0.730 0.839 0.944 0.867 0.514 0.520 1.000 0.894 0.698 0.958 0.844 0.570 1.000 2.202 0.200 1.000 0.000 0.478 0.478 0.478 0.401 1.276 0.238 0.132 0.680 0.757 8.000 0.667 1.700 1.000 0.090 0.408 0.124 0.901 1.265 0.794 0.793 0.793 0.138 0.945 0.761 0.761 0.177 23.683 0.006 0.674 0.000 24.029 25.000 26.000 0.002 0.005 0.980 1.000 0.000 0.000 1000.000 0.000 0.000 0.216 1.000 1.061 1.100 1.000 1.000 1.000 0.900    2.00 1.000 1.000
//7AM
166 212 255     42 119 250    237 164  95      0  34  24    140 255 236    255 255 255    255 255 255      1.00    1.00 1500.00   73.03  119 120 120    105 105 105    10   6   2 239    0.14     0.00       0.61        2.88   130 111  83      0   0   0     0.66       1.00    0.71     0.82         1.00      1.18     15.99    127.95    1.46  255.92  0.17        77      17.00         4.00          4.50      12.75     13.00    10  0.400 0.741 0.847 0.949 0.871 0.486 0.486 1.000 0.894 0.698 1.000 0.882 0.588 1.000 1.860 0.203 1.000 0.000 0.478 0.478 0.478 0.396 1.296 0.252 0.132 0.680 0.757 8.000 0.667 1.700 1.000 0.088 0.400 0.124 0.890 1.265 0.800 0.800 0.800 0.140 0.953 0.761 0.761 0.164 25.000 0.000 0.685 0.000 24.000 25.000 26.000 0.000 0.000 0.980 1.000 0.000 0.000 1000.000 0.000 0.000 0.225 1.000 1.050 1.000 1.000 1.000 1.000 0.600    2.00 1.000 1.000
//9AM
184 229 252    255 167 122    252 252 235      0  17   0     82 154 217    255 255 255    255 255 255      1.00    1.00 1500.00  100.00   58  72  40    199 230 196     6  14  18 240    0.14     0.16       0.62        1.83   158 133  92      0   0   0     0.63       1.00    0.60     0.51         1.00      0.90     16.00    128.00    1.53  256.00  0.10       217      17.00         4.75          5.00      19.25     13.00    10  0.360 0.396 0.592 0.788 0.451 0.675 0.902 0.451 0.675 0.902 0.000 0.749 1.000 1.000 16.660 0.155 1.000 0.000 0.290 0.290 0.290 0.102 1.066 0.000 0.132 0.680 0.000 8.000 0.667 1.700 1.000 0.354 0.354 0.500 0.400 0.435 0.102 0.102 0.102 1.265 0.659 0.655 0.655 0.000 1.700 0.000 0.685 0.000 24.000 25.000 26.000 0.000 0.000 0.980 1.000 0.000 0.296 1000.000 0.000 0.000 0.200 1.000 1.000 0.800 1.000 1.000 1.000 0.700    2.00 1.000 1.000
//Midday
184 229 252    255 167 122    252 252 235      0  25   0     82 154 217    255 255 255    255 255 255      1.00    1.00 1500.00  100.00   58  72  40    199 230 196     6  14  18 240    0.14     0.16       0.62        1.83   161 117  74      0   0   0     0.63       1.00    0.60     0.51         1.00      0.90     16.00    128.00    1.53  256.00  0.10       217      17.00         4.75          5.00      19.25     13.00    10  0.360 0.396 0.592 0.788 0.451 0.675 0.902 0.451 0.675 0.902 0.000 0.749 1.000 1.000 16.660 0.155 1.000 0.000 0.290 0.290 0.290 0.102 1.066 0.000 0.132 0.680 0.000 8.000 0.667 1.700 1.000 0.354 0.354 0.500 0.400 0.435 0.102 0.102 0.102 1.265 0.659 0.655 0.655 0.000 1.700 0.000 0.685 0.000 24.000 25.000 26.000 0.000 0.000 0.980 1.000 0.000 0.296 1000.000 0.000 0.000 0.200 1.000 1.000 0.800 1.000 1.000 1.000 0.700    2.00 1.000 1.000
//6PM
163 224 255    255 167 122    252 252 235      0  24   0     82 154 217    255 255 255    255 255 255      1.00    1.00 1500.00  100.00   58  72  40    199 230 196     6  14  18 240    0.14     0.16       0.62        4.30   156 129  73      0   0   0     0.63       1.00    0.60     0.51         1.00      0.90     16.00    128.00    1.53  256.00  0.10       217      17.00         4.75          5.00      13.00     13.00    10  0.360 0.396 0.592 0.788 0.451 0.675 0.902 0.451 0.675 0.902 0.000 0.749 1.000 1.000 16.660 0.155 1.000 0.000 0.290 0.290 0.290 0.102 1.066 0.000 0.132 0.680 0.000 8.000 0.667 1.700 1.000 0.354 0.354 0.500 0.400 0.435 0.102 0.102 0.102 1.265 0.659 0.655 0.655 0.000 1.700 0.000 0.685 0.000 24.000 25.000 26.000 0.000 0.000 0.980 1.000 0.000 0.296 1000.000 0.000 0.000 0.200 1.000 1.000 1.000 1.000 1.000 1.000 0.700    2.00 1.000 1.000
//7PM
166 224 255    255 225   0    255 189 158      0  33  24    255 140 140    255 255 255    255 255 255      1.00    1.00 1500.00   73.00  119 120 120    105 105 105    15  15  15 239    0.14     0.43       0.63        2.43   143 104  54      0   0   0     0.75       1.00    0.72     0.82         1.00      1.18     16.00    128.00    1.46  256.00  0.17        77      13.00         5.50          4.50      11.25     13.00    10  0.400 0.729 0.922 1.000 0.871 0.635 0.486 1.000 0.894 0.698 1.000 0.882 0.588 1.000 4.320 0.495 1.000 0.000 0.490 0.447 0.447 0.396 1.296 0.252 0.132 0.680 0.757 8.000 0.667 1.700 1.000 0.088 0.400 0.124 0.890 1.265 0.800 0.800 0.800 0.140 0.949 0.863 0.761 0.164 8.000 0.000 0.685 0.000 24.000 25.000 26.000 0.000 0.000 0.980 1.000 0.000 0.000 1000.000 0.000 0.000 0.225 1.000 1.050 1.000 1.000 1.000 1.000 0.600    2.00 1.000 1.000
//8PM
166 224 255    255 225   0    255 189 158      0  35  24    255 140 140    255 255 255    255 255 255      1.00    1.00 1500.00   73.00  119 120 120    105 105 105    28  28  28 239    0.14     0.43       0.63        2.43   140 104  56      0   0   0     0.75       1.00    0.72     0.82         1.00      1.18     16.00    128.00    1.46  256.00  0.17        77      13.00         5.50          4.50      11.25     13.00    10  0.400 0.729 0.922 1.000 0.871 0.635 0.486 1.000 0.894 0.698 1.000 0.882 0.588 1.000 4.320 0.788 1.000 0.000 0.490 0.447 0.447 0.396 1.296 0.252 0.132 0.680 0.757 8.000 0.667 1.700 1.000 0.088 0.400 0.124 0.890 1.265 0.800 0.800 0.800 0.140 0.949 0.863 0.761 0.164 8.000 0.000 0.685 0.000 24.000 25.000 26.000 0.000 0.000 0.980 1.000 0.000 0.000 1000.000 0.000 0.000 0.225 1.000 1.050 1.000 1.000 1.000 1.000 0.700    2.00 1.000 1.000
//9PM
166 224 255    255 225   0    255 189 158      0  25  24    255 140 140    255 255 255    255 255 255      1.00    1.00 1500.00   73.00  119 120 120    105 105 105    20  20  20 239    0.58     0.43       0.63        2.43   138 108  69      0   0   0     0.75       1.00    0.72     0.82         1.00      1.18     16.00    128.00    3.66  256.00  0.17        77       6.50         2.25          2.25       4.00     13.00    10  0.400 0.545 0.553 0.690 0.871 0.635 0.486 1.000 0.894 0.698 1.000 0.882 0.588 1.000 4.320 0.788 1.000 0.000 0.490 0.447 0.447 0.396 1.296 0.252 0.132 0.680 0.757 8.000 0.667 1.700 1.000 0.088 0.400 0.124 0.890 1.265 0.071 0.071 0.071 0.140 0.949 0.863 0.761 0.164 8.000 0.000 0.685 0.000 24.000 25.000 26.000 0.000 0.000 0.980 1.000 0.000 0.000 1000.000 0.000 0.000 0.225 1.000 1.050 0.800 1.000 1.000 1.000 0.700    2.00 1.000 1.000
//10PM
