#%modelname
#Red, Green, Blue, Alpha, OffsetX, OffsetY, OffsetZ, CustomSize, BlinkType, NoDistance, DrawSearchlight
#0.45 - custom size reserved for traffic lights

%ap_radar1_01
218 000 000 128 0.00328445 -4.0584102 6.56858015 1.00 150.00 04 0 0
218 000 000 128 0.00328445 6.54453993 -3.1236000 1.00 150.00 04 0 0
%ap_rland01
227 061 092 128 -104.19900 54.1707001 28.6816006 1.00 300.00 00 0 0
227 061 092 128 -47.484501 101.181000 28.6816006 1.00 300.00 00 0 0
%ap_rland02
227 061 092 128 -47.437698 115.053001 29.2901001 1.00 300.00 00 0 0
227 061 092 128 -47.466599 78.1595993 29.2901001 1.00 300.00 00 0 0
227 061 092 128 -47.466599 34.1385002 29.2901001 1.00 300.00 00 0 0
227 061 092 128 -47.466599 -118.67800 29.2901001 1.00 300.00 00 0 0
227 061 092 128 -47.466599 -169.54100 29.2901001 1.00 300.00 00 0 0
227 061 092 128 48.0625992 35.1458015 29.2901001 1.00 300.00 00 0 0
227 061 092 128 48.0625992 76.1323013 29.2901001 1.00 300.00 00 0 0
227 061 092 128 48.0625992 132.796005 29.2901001 1.00 300.00 00 0 0
%ap_rland03
227 061 092 128 150.386993 13.2040997 0.27193800 1.00 300.00 00 0 0
227 061 092 128 73.3463974 -50.419399 0.27193800 1.00 300.00 00 0 0
227 061 092 128 -59.636002 -77.781502 0.27193800 1.00 300.00 00 0 0
227 061 092 128 -59.636002 -117.84000 0.27193800 1.00 300.00 00 0 0
227 061 092 128 -59.333500 89.3551025 0.27193800 1.00 300.00 00 0 0
227 061 092 128 -59.333500 7.10791016 0.27193800 1.00 300.00 00 0 0
227 061 092 128 35.8931999 -77.781502 0.27193800 1.00 300.00 00 0 0
227 061 092 128 36.1957016 89.3551025 0.27193800 1.00 300.00 00 0 0
227 061 092 128 36.1957016 8.16650009 0.27193800 1.00 300.00 00 0 0
%ap_rland04
227 061 092 128 -66.721199 32.4210014 0.27196500 1.00 300.00 00 0 0
227 061 092 128 -66.721397 108.078003 0.27196500 1.00 300.00 00 0 0
227 061 092 128 -66.721199 -52.546600 0.27196500 1.00 300.00 00 0 0
227 061 092 128 28.8080006 -52.546600 0.27196500 1.00 300.00 00 0 0
227 061 092 128 28.8080006 30.0478001 0.27196500 1.00 300.00 00 0 0
227 061 092 128 28.8076992 115.290001 0.27196500 1.00 300.00 00 0 0
227 061 092 128 28.8076992 157.445999 0.27196500 1.00 300.00 00 0 0
%ap_rland05
227 061 092 128 -60.754799 -60.715599 0.27200100 1.00 300.00 00 0 0
227 061 092 128 23.5529003 9.75928020 0.27200100 1.00 300.00 00 0 0
227 061 092 128 -4.0058599 -13.230700 0.27200100 1.00 300.00 00 0 0
%ap_rland06
227 061 092 128 -29.614700 50.7372017 18.6889000 1.00 300.00 00 0 0
227 061 092 128 -29.614700 118.387001 18.6889000 1.00 300.00 00 0 0
227 061 092 128 -29.614700 -23.253401 18.6889000 1.00 300.00 00 0 0
%ap_rland10
227 061 092 128 16.8953991 133.703003 -0.9539430 1.00 300.00 00 0 0
%BillBd1
255 236 204 255 -2.2378299 -7.0045400 2.75254011 0.70 100.00 00 0 0
255 236 204 255 -2.2378299 -4.9813099 2.75254011 0.70 100.00 00 0 0
255 236 204 255 -2.2378299 -2.8142600 2.75254011 0.70 100.00 00 0 0
255 236 204 255 -2.2378299 -0.4655550 2.75254011 0.70 100.00 00 0 0
255 236 204 255 -2.2378299 1.76031005 2.75254011 0.70 100.00 00 0 0
255 236 204 255 -2.2378299 3.95340991 2.75254011 0.70 100.00 00 0 0
%BillBd2
255 236 204 255 -5.6815400 -4.2634702 1.54822004 0.70 100.00 00 0 0
255 236 204 255 -5.4099102 -2.3432600 1.54822004 0.70 100.00 00 0 0
255 236 204 255 -5.1773200 -0.3901600 1.54822004 0.70 100.00 00 0 0
255 236 204 255 -4.9069700 1.72667003 1.54822004 0.70 100.00 00 0 0
255 236 204 255 -4.5539999 3.82357001 1.54822004 0.70 100.00 00 0 0
255 236 204 255 -4.3819699 5.73416996 1.54822004 0.70 100.00 00 0 0
255 236 204 255 4.49450016 5.52590990 1.54822004 0.70 100.00 00 0 0
255 236 204 255 4.72911978 3.60083008 1.54822004 0.70 100.00 00 0 0
255 236 204 255 5.00994015 1.65408003 1.54822004 0.70 100.00 00 0 0
255 236 204 255 5.29667997 -0.4605900 1.54822004 0.70 100.00 00 0 0
255 236 204 255 5.49845982 -2.5774000 1.54822004 0.70 100.00 00 0 0
255 236 204 255 5.82678986 -4.4674201 1.54822004 0.70 100.00 00 0 0
%BillBd3
255 236 204 255 -2.0546601 -6.7625899 2.31004000 0.70 100.00 00 0 0
255 236 204 255 -2.0968201 -4.1075201 2.31004000 0.70 100.00 00 0 0
255 236 204 255 -2.1179199 -1.3612800 2.31004000 0.70 100.00 00 0 0
255 236 204 255 -2.0968201 1.54948997 2.31004000 0.70 100.00 00 0 0
255 236 204 255 -2.0968101 4.35381985 2.31004000 0.70 100.00 00 0 0
255 236 204 255 -2.0976000 6.96617985 2.31004000 0.70 100.00 00 0 0
%bollardlight
255 236 204 128 0.00000000 0.00000000 0.20000000 1.20 100.00 00 0 0
%bouy
218 000 000 128 0.00328445 0.00314332 5.48635006 1.00 150.00 04 0 0
%build1
255 236 204 255 -27.780199 -7.9541001 -2.6278701 1.20 100.00 00 0 0
255 236 204 255 -27.243299 -2.3449700 -2.6278701 1.20 100.00 00 0 0
255 236 204 255 -27.243299 8.70946980 -2.6278701 1.20 100.00 00 0 0
255 236 204 255 -23.809401 -7.9541001 -2.6278701 1.20 100.00 00 0 0
255 236 204 255 -19.882200 -7.9541001 -2.6278701 1.20 100.00 00 0 0
255 236 204 255 -11.161600 -13.370100 -1.1554101 1.20 100.00 00 0 0
255 236 204 255 -11.161600 -4.1521001 -1.1554101 1.20 100.00 00 0 0
255 236 204 255 -11.161600 5.06591988 -1.1554101 1.20 100.00 00 0 0
255 236 204 255 -11.161600 14.2838001 -1.1554101 1.20 100.00 00 0 0
%b_hse_interior
255 236 204 255 0.16095001 -0.0457764 0.96985400 0.70 100.00 00 0 0
